superscaffold	index	scaffold	scaffold.length	start	end
Super_Scaffold0	801	NW_VBSM01000822.1	1848	18173564	18175412
Super_Scaffold0	802	NW_VBSM01000823.1	2040	18176412	18178452
Super_Scaffold0	803	NW_VBSM01000824.1	1880	18179452	18181332
Super_Scaffold0	804	NW_VBSM01000825.1	2166	18182332	18184498
Super_Scaffold0	805	NW_VBSM01000826.1	2495	18185498	18187993
Super_Scaffold0	806	NW_VBSM01000827.1	2427	18188993	18191420
Super_Scaffold0	807	NW_VBSM01000828.1	1924	18192420	18194344
Super_Scaffold0	808	NW_VBSM01000829.1	1102	18195344	18196446
Super_Scaffold0	809	NW_VBSM01000830.1	1272	18197446	18198718
Super_Scaffold0	810	NW_VBSM01000831.1	7785	18199718	18207503
Super_Scaffold0	811	NW_VBSM01000832.1	3208	18208503	18211711
Super_Scaffold0	812	NW_VBSM01000833.1	3404	18212711	18216115
Super_Scaffold0	813	NW_VBSM01000834.1	1024	18217115	18218139
Super_Scaffold0	814	NW_VBSM01000835.1	3691	18219139	18222830
Super_Scaffold0	815	NW_VBSM01000836.1	2328	18223830	18226158
Super_Scaffold0	816	NW_VBSM01000837.1	1280	18227158	18228438
Super_Scaffold0	817	NW_VBSM01000838.1	1168	18229438	18230606
Super_Scaffold0	818	NW_VBSM01000839.1	1129	18231606	18232735
Super_Scaffold0	819	NW_VBSM01000840.1	1645645	18233735	19879380
Super_Scaffold0	820	NW_VBSM01000841.1	1777	19880380	19882157
Super_Scaffold0	821	NW_VBSM01000842.1	1534	19883157	19884691
Super_Scaffold0	822	NW_VBSM01000843.1	1562	19885691	19887253
Super_Scaffold0	823	NW_VBSM01000844.1	1449	19888253	19889702
Super_Scaffold0	824	NW_VBSM01000845.1	2358	19890702	19893060
Super_Scaffold0	825	NW_VBSM01000846.1	2527	19894060	19896587
Super_Scaffold0	826	NW_VBSM01000847.1	1528	19897587	19899115
Super_Scaffold0	827	NW_VBSM01000848.1	1062	19900115	19901177
Super_Scaffold0	828	NW_VBSM01000849.1	1984	19902177	19904161
Super_Scaffold0	829	NW_VBSM01000850.1	3350	19905161	19908511
Super_Scaffold0	830	NW_VBSM01000851.1	1203	19909511	19910714
Super_Scaffold0	831	NW_VBSM01000852.1	1770	19911714	19913484
Super_Scaffold0	832	NW_VBSM01000853.1	2412	19914484	19916896
Super_Scaffold0	833	NW_VBSM01000854.1	2015	19917896	19919911
Super_Scaffold0	834	NW_VBSM01000855.1	5992	19920911	19926903
Super_Scaffold0	835	NW_VBSM01000856.1	2205	19927903	19930108
Super_Scaffold0	836	NW_VBSM01000857.1	2117	19931108	19933225
Super_Scaffold0	837	NW_VBSM01000858.1	1392	19934225	19935617
Super_Scaffold0	838	NW_VBSM01000859.1	1472	19936617	19938089
Super_Scaffold0	839	NW_VBSM01000860.1	1921	19939089	19941010
Super_Scaffold0	840	NW_VBSM01000861.1	3527	19942010	19945537
Super_Scaffold0	841	NW_VBSM01000862.1	1772	19946537	19948309
Super_Scaffold0	842	NW_VBSM01000863.1	1233	19949309	19950542
Super_Scaffold0	843	NW_VBSM01000864.1	1160	19951542	19952702
Super_Scaffold0	844	NW_VBSM01000866.1	1346	19953702	19955048
Super_Scaffold0	845	NW_VBSM01000867.1	71570	19956048	20027618
Super_Scaffold0	846	NW_VBSM01000868.1	1229	20028618	20029847
Super_Scaffold0	847	NW_VBSM01000869.1	1055	20030847	20031902
Super_Scaffold0	848	NW_VBSM01000870.1	4538	20032902	20037440
Super_Scaffold0	849	NW_VBSM01000871.1	2003	20038440	20040443
Super_Scaffold0	850	NW_VBSM01000872.1	1342	20041443	20042785
Super_Scaffold0	851	NW_VBSM01000873.1	1508	20043785	20045293
Super_Scaffold0	852	NW_VBSM01000874.1	1033	20046293	20047326
Super_Scaffold0	853	NW_VBSM01000875.1	1207	20048326	20049533
Super_Scaffold0	854	NW_VBSM01000876.1	1278	20050533	20051811
Super_Scaffold0	855	NW_VBSM01000877.1	2045	20052811	20054856
Super_Scaffold0	856	NW_VBSM01000878.1	1975	20055856	20057831
Super_Scaffold0	857	NW_VBSM01000879.1	1085	20058831	20059916
Super_Scaffold0	858	NW_VBSM01000880.1	1939	20060916	20062855
Super_Scaffold0	859	NW_VBSM01000881.1	2743	20063855	20066598
Super_Scaffold0	860	NW_VBSM01000882.1	1205	20067598	20068803
Super_Scaffold0	861	NW_VBSM01000883.1	3417916	20069803	23487719
Super_Scaffold0	862	NW_VBSM01000884.1	1025	23488719	23489744
Super_Scaffold0	863	NW_VBSM01000885.1	1629	23490744	23492373
Super_Scaffold0	864	NW_VBSM01000886.1	1253	23493373	23494626
Super_Scaffold0	865	NW_VBSM01000887.1	2052	23495626	23497678
Super_Scaffold0	866	NW_VBSM01000888.1	4034	23498678	23502712
Super_Scaffold0	867	NW_VBSM01000889.1	4784	23503712	23508496
Super_Scaffold0	868	NW_VBSM01000890.1	2142	23509496	23511638
Super_Scaffold0	869	NW_VBSM01000891.1	1388	23512638	23514026
Super_Scaffold0	870	NW_VBSM01000892.1	1209	23515026	23516235
Super_Scaffold0	871	NW_VBSM01000893.1	1501	23517235	23518736
Super_Scaffold0	872	NW_VBSM01000894.1	1167	23519736	23520903
Super_Scaffold0	873	NW_VBSM01000895.1	1442	23521903	23523345
Super_Scaffold0	874	NW_VBSM01000896.1	1488	23524345	23525833
Super_Scaffold0	875	NW_VBSM01000897.1	1254	23526833	23528087
Super_Scaffold0	876	NW_VBSM01000898.1	1148	23529087	23530235
Super_Scaffold0	877	NW_VBSM01000899.1	5693	23531235	23536928
Super_Scaffold0	878	NW_VBSM01000900.1	1218	23537928	23539146
Super_Scaffold0	879	NW_VBSM01000901.1	1182	23540146	23541328
Super_Scaffold0	880	NW_VBSM01000902.1	1052	23542328	23543380
Super_Scaffold0	881	NW_VBSM01000903.1	1699	23544380	23546079
Super_Scaffold0	882	NW_VBSM01000904.1	1779	23547079	23548858
Super_Scaffold0	883	NW_VBSM01000905.1	1338	23549858	23551196
Super_Scaffold0	884	NW_VBSM01000906.1	1090	23552196	23553286
Super_Scaffold0	885	NW_VBSM01000907.1	1120	23554286	23555406
Super_Scaffold0	886	NW_VBSM01000908.1	1747	23556406	23558153
Super_Scaffold0	887	NW_VBSM01000909.1	1362	23559153	23560515
Super_Scaffold0	888	NW_VBSM01000910.1	1988	23561515	23563503
Super_Scaffold0	889	NW_VBSM01000911.1	1061	23564503	23565564
Super_Scaffold0	890	NW_VBSM01000912.1	1403	23566564	23567967
Super_Scaffold0	891	NW_VBSM01000913.1	4589	23568967	23573556
Super_Scaffold0	892	NW_VBSM01000914.1	2287	23574556	23576843
Super_Scaffold0	893	NW_VBSM01000915.1	1958	23577843	23579801
Super_Scaffold0	894	NW_VBSM01000916.1	1509	23580801	23582310
Super_Scaffold0	895	NW_VBSM01000917.1	2853	23583310	23586163
Super_Scaffold0	896	NW_VBSM01000918.1	1337	23587163	23588500
Super_Scaffold0	897	NW_VBSM01000919.1	1121	23589500	23590621
Super_Scaffold0	898	NW_VBSM01000920.1	4694	23591621	23596315
Super_Scaffold0	899	NW_VBSM01000921.1	1012	23597315	23598327
Super_Scaffold0	900	NW_VBSM01000922.1	1169	23599327	23600496
Super_Scaffold0	901	NW_VBSM01000923.1	1895	23601496	23603391
Super_Scaffold0	902	NW_VBSM01000924.1	1638	23604391	23606029
Super_Scaffold0	903	NW_VBSM01000925.1	1094	23607029	23608123
Super_Scaffold0	904	NW_VBSM01000926.1	1291	23609123	23610414
Super_Scaffold0	905	NW_VBSM01000927.1	2779	23611414	23614193
Super_Scaffold0	906	NW_VBSM01000928.1	1316	23615193	23616509
Super_Scaffold0	907	NW_VBSM01000929.1	1241	23617509	23618750
Super_Scaffold0	908	NW_VBSM01000930.1	1521	23619750	23621271
Super_Scaffold0	909	NW_VBSM01000931.1	5439	23622271	23627710
Super_Scaffold0	910	NW_VBSM01000932.1	1082	23628710	23629792
Super_Scaffold0	911	NW_VBSM01000933.1	1567	23630792	23632359
Super_Scaffold0	912	NW_VBSM01000934.1	1186	23633359	23634545
Super_Scaffold0	913	NW_VBSM01000935.1	1408	23635545	23636953
Super_Scaffold0	914	NW_VBSM01000936.1	3186	23637953	23641139
Super_Scaffold0	915	NW_VBSM01000938.1	2505	23642139	23644644
Super_Scaffold0	916	NW_VBSM01000939.1	20914	23645644	23666558
Super_Scaffold0	917	NW_VBSM01000940.1	1842	23667558	23669400
Super_Scaffold0	918	NW_VBSM01000941.1	1513	23670400	23671913
Super_Scaffold0	919	NW_VBSM01000942.1	1651	23672913	23674564
Super_Scaffold0	920	NW_VBSM01000943.1	2223	23675564	23677787
Super_Scaffold0	921	NW_VBSM01000944.1	1951	23678787	23680738
Super_Scaffold0	922	NW_VBSM01000945.1	1040	23681738	23682778
Super_Scaffold0	923	NW_VBSM01000946.1	1245	23683778	23685023
Super_Scaffold0	924	NW_VBSM01000947.1	1127	23686023	23687150
Super_Scaffold0	925	NW_VBSM01000948.1	1195	23688150	23689345
Super_Scaffold0	926	NW_VBSM01000950.1	1460	23690345	23691805
Super_Scaffold0	927	NW_VBSM01000951.1	1179	23692805	23693984
Super_Scaffold0	928	NW_VBSM01000952.1	1970	23694984	23696954
Super_Scaffold0	929	NW_VBSM01000953.1	2490	23697954	23700444
Super_Scaffold0	930	NW_VBSM01000954.1	1060	23701444	23702504
Super_Scaffold0	931	NW_VBSM01000955.1	1040	23703504	23704544
Super_Scaffold0	932	NW_VBSM01000956.1	1003	23705544	23706547
Super_Scaffold0	933	NW_VBSM01000957.1	5939	23707547	23713486
Super_Scaffold0	934	NW_VBSM01000958.1	2499	23714486	23716985
Super_Scaffold0	935	NW_VBSM01000959.1	1572	23717985	23719557
Super_Scaffold0	936	NW_VBSM01000960.1	1607	23720557	23722164
Super_Scaffold0	937	NW_VBSM01000961.1	1568	23723164	23724732
Super_Scaffold0	938	NW_VBSM01000962.1	1317	23725732	23727049
Super_Scaffold0	939	NW_VBSM01000963.1	1337	23728049	23729386
Super_Scaffold0	940	NW_VBSM01000964.1	1306	23730386	23731692
Super_Scaffold0	941	NW_VBSM01000965.1	1245	23732692	23733937
Super_Scaffold0	942	NW_VBSM01000966.1	1852	23734937	23736789
Super_Scaffold0	943	NW_VBSM01000967.1	1213	23737789	23739002
Super_Scaffold0	944	NW_VBSM01000968.1	2551	23740002	23742553
Super_Scaffold0	945	NW_VBSM01000969.1	1257	23743553	23744810
Super_Scaffold0	946	NW_VBSM01000970.1	1187	23745810	23746997
Super_Scaffold0	947	NW_VBSM01000971.1	7779	23747997	23755776
Super_Scaffold0	948	NW_VBSM01000972.1	1721	23756776	23758497
Super_Scaffold0	949	NW_VBSM01000973.1	4620	23759497	23764117
Super_Scaffold0	950	NW_VBSM01000974.1	1426	23765117	23766543
Super_Scaffold0	951	NW_VBSM01000975.1	1118	23767543	23768661
Super_Scaffold0	952	NW_VBSM01000976.1	1460	23769661	23771121
Super_Scaffold0	953	NW_VBSM01000977.1	1394	23772121	23773515
Super_Scaffold0	954	NW_VBSM01000978.1	1127	23774515	23775642
Super_Scaffold0	955	NW_VBSM01000979.1	1418	23776642	23778060
Super_Scaffold0	956	NW_VBSM01000980.1	3425	23779060	23782485
Super_Scaffold0	957	NW_VBSM01000981.1	2186	23783485	23785671
Super_Scaffold0	958	NW_VBSM01000982.1	2147	23786671	23788818
Super_Scaffold0	959	NW_VBSM01000983.1	1375	23789818	23791193
Super_Scaffold0	960	NW_VBSM01000984.1	1552	23792193	23793745
Super_Scaffold0	961	NW_VBSM01000985.1	1187	23794745	23795932
Super_Scaffold0	962	NW_VBSM01000986.1	1007	23796932	23797939
Super_Scaffold0	963	NW_VBSM01000987.1	1033	23798939	23799972
Super_Scaffold0	964	NW_VBSM01000988.1	2735935	23800972	26536907
Super_Scaffold0	965	NW_VBSM01000989.1	1128	26537907	26539035
Super_Scaffold0	966	NW_VBSM01000990.1	2925	26540035	26542960
Super_Scaffold0	967	NW_VBSM01000991.1	1524	26543960	26545484
Super_Scaffold0	968	NW_VBSM01000992.1	1304	26546484	26547788
Super_Scaffold0	969	NW_VBSM01000993.1	1999	26548788	26550787
Super_Scaffold0	970	NW_VBSM01000994.1	1478	26551787	26553265
Super_Scaffold0	971	NW_VBSM01000995.1	6198	26554265	26560463
Super_Scaffold0	972	NW_VBSM01000996.1	1557	26561463	26563020
Super_Scaffold0	973	NW_VBSM01000997.1	3146	26564020	26567166
Super_Scaffold0	974	NW_VBSM01000998.1	2499	26568166	26570665
Super_Scaffold0	975	NW_VBSM01000999.1	3337	26571665	26575002
Super_Scaffold0	976	NW_VBSM01001000.1	1532	26576002	26577534
Super_Scaffold0	977	NW_VBSM01001001.1	1297	26578534	26579831
Super_Scaffold0	978	NW_VBSM01001002.1	1783	26580831	26582614
Super_Scaffold0	979	NW_VBSM01001003.1	2621	26583614	26586235
Super_Scaffold0	980	NW_VBSM01001004.1	1204	26587235	26588439
Super_Scaffold0	981	NW_VBSM01001005.1	1072	26589439	26590511
Super_Scaffold0	982	NW_VBSM01001006.1	1279	26591511	26592790
Super_Scaffold0	983	NW_VBSM01001007.1	1008	26593790	26594798
Super_Scaffold0	984	NW_VBSM01001008.1	1233	26595798	26597031
Super_Scaffold0	985	NW_VBSM01001009.1	3498	26598031	26601529
Super_Scaffold0	986	NW_VBSM01001010.1	1103	26602529	26603632
Super_Scaffold0	987	NW_VBSM01001011.1	1288	26604632	26605920
Super_Scaffold0	988	NW_VBSM01001012.1	4908	26606920	26611828
Super_Scaffold0	989	NW_VBSM01001013.1	1127	26612828	26613955
Super_Scaffold0	990	NW_VBSM01001014.1	4076	26614955	26619031
Super_Scaffold0	991	NW_VBSM01001015.1	1218	26620031	26621249
Super_Scaffold0	992	NW_VBSM01001016.1	1005	26622249	26623254
Super_Scaffold0	993	NW_VBSM01001017.1	2185	26624254	26626439
Super_Scaffold0	994	NW_VBSM01001018.1	2188	26627439	26629627
Super_Scaffold0	995	NW_VBSM01001019.1	2515	26630627	26633142
Super_Scaffold0	996	NW_VBSM01001020.1	2204	26634142	26636346
Super_Scaffold0	997	NW_VBSM01001021.1	3309	26637346	26640655
Super_Scaffold0	998	NW_VBSM01001022.1	3257	26641655	26644912
Super_Scaffold0	999	NW_VBSM01001023.1	1018	26645912	26646930
Super_Scaffold0	1000	NW_VBSM01001024.1	1007	26647930	26648937
Super_Scaffold0	1001	NW_VBSM01001025.1	1398	26649937	26651335
Super_Scaffold0	1002	NW_VBSM01001026.1	704422	26652335	27356757
Super_Scaffold0	1003	NW_VBSM01001027.1	6345	27357757	27364102
Super_Scaffold0	1004	NW_VBSM01001028.1	1743	27365102	27366845
Super_Scaffold0	1005	NW_VBSM01001029.1	1160	27367845	27369005
Super_Scaffold0	1006	NW_VBSM01001030.1	2308	27370005	27372313
Super_Scaffold0	1007	NW_VBSM01001031.1	1751	27373313	27375064
Super_Scaffold0	1008	NW_VBSM01001032.1	1559	27376064	27377623
Super_Scaffold0	1009	NW_VBSM01001033.1	1229	27378623	27379852
Super_Scaffold0	1010	NW_VBSM01001034.1	1156	27380852	27382008
Super_Scaffold0	1011	NW_VBSM01001035.1	1926	27383008	27384934
Super_Scaffold0	1012	NW_VBSM01001036.1	1644	27385934	27387578
Super_Scaffold0	1013	NW_VBSM01001037.1	2084	27388578	27390662
Super_Scaffold0	1014	NW_VBSM01001038.1	1585	27391662	27393247
Super_Scaffold0	1015	NW_VBSM01001039.1	1860	27394247	27396107
Super_Scaffold0	1016	NW_VBSM01001040.1	2469	27397107	27399576
Super_Scaffold0	1017	NW_VBSM01001041.1	1901	27400576	27402477
Super_Scaffold0	1018	NW_VBSM01001042.1	2189	27403477	27405666
Super_Scaffold0	1019	NW_VBSM01001043.1	1607	27406666	27408273
Super_Scaffold0	1020	NW_VBSM01001045.1	1403	27409273	27410676
Super_Scaffold0	1021	NW_VBSM01001046.1	1115	27411676	27412791
Super_Scaffold0	1022	NW_VBSM01001047.1	1543	27413791	27415334
Super_Scaffold0	1023	NW_VBSM01001048.1	2151	27416334	27418485
Super_Scaffold0	1024	NW_VBSM01001049.1	3245	27419485	27422730
Super_Scaffold0	1025	NW_VBSM01001050.1	2525	27423730	27426255
Super_Scaffold0	1026	NW_VBSM01001051.1	1044	27427255	27428299
Super_Scaffold0	1027	NW_VBSM01001052.1	1353	27429299	27430652
Super_Scaffold0	1028	NW_VBSM01001053.1	1000	27431652	27432652
Super_Scaffold0	1029	NW_VBSM01001054.1	1220	27433652	27434872
Super_Scaffold0	1030	NW_VBSM01001055.1	1097	27435872	27436969
Super_Scaffold0	1031	NW_VBSM01001056.1	1421	27437969	27439390
Super_Scaffold0	1032	NW_VBSM01001057.1	2828	27440390	27443218
Super_Scaffold0	1033	NW_VBSM01001058.1	1394	27444218	27445612
Super_Scaffold0	1034	NW_VBSM01001059.1	2069	27446612	27448681
Super_Scaffold0	1035	NW_VBSM01001060.1	1207502	27449681	28657183
Super_Scaffold0	1036	NW_VBSM01001061.1	3247	28658183	28661430
Super_Scaffold0	1037	NW_VBSM01001062.1	2097	28662430	28664527
Super_Scaffold0	1038	NW_VBSM01001063.1	1144	28665527	28666671
Super_Scaffold0	1039	NW_VBSM01001064.1	1038	28667671	28668709
Super_Scaffold0	1040	NW_VBSM01001065.1	1373	28669709	28671082
Super_Scaffold0	1041	NW_VBSM01001066.1	5253	28672082	28677335
Super_Scaffold0	1042	NW_VBSM01001067.1	1271	28678335	28679606
Super_Scaffold0	1043	NW_VBSM01001068.1	1220	28680606	28681826
Super_Scaffold0	1044	NW_VBSM01001069.1	2170	28682826	28684996
Super_Scaffold0	1045	NW_VBSM01001070.1	1441	28685996	28687437
Super_Scaffold0	1046	NW_VBSM01001071.1	1672	28688437	28690109
Super_Scaffold0	1047	NW_VBSM01001072.1	2647	28691109	28693756
Super_Scaffold0	1048	NW_VBSM01001073.1	1198	28694756	28695954
Super_Scaffold0	1049	NW_VBSM01001074.1	1605	28696954	28698559
Super_Scaffold0	1050	NW_VBSM01001075.1	1775	28699559	28701334
Super_Scaffold0	1051	NW_VBSM01001076.1	4231	28702334	28706565
Super_Scaffold0	1052	NW_VBSM01001077.1	2735	28707565	28710300
Super_Scaffold0	1053	NW_VBSM01001078.1	1075	28711300	28712375
Super_Scaffold0	1054	NW_VBSM01001079.1	1940	28713375	28715315
Super_Scaffold0	1055	NW_VBSM01001080.1	1418	28716315	28717733
Super_Scaffold0	1056	NW_VBSM01001081.1	1166	28718733	28719899
Super_Scaffold0	1057	NW_VBSM01001083.1	1092	28720899	28721991
Super_Scaffold0	1058	NW_VBSM01001084.1	1869	28722991	28724860
Super_Scaffold0	1059	NW_VBSM01001085.1	1526	28725860	28727386
Super_Scaffold0	1060	NW_VBSM01001086.1	1251	28728386	28729637
Super_Scaffold0	1061	NW_VBSM01001087.1	2152	28730637	28732789
Super_Scaffold0	1062	NW_VBSM01001088.1	3516	28733789	28737305
Super_Scaffold0	1063	NW_VBSM01001089.1	1091	28738305	28739396
Super_Scaffold0	1064	NW_VBSM01001090.1	1091	28740396	28741487
Super_Scaffold0	1065	NW_VBSM01001091.1	2839	28742487	28745326
Super_Scaffold0	1066	NW_VBSM01001092.1	1056	28746326	28747382
Super_Scaffold0	1067	NW_VBSM01001093.1	1179	28748382	28749561
Super_Scaffold0	1068	NW_VBSM01001094.1	1319	28750561	28751880
Super_Scaffold0	1069	NW_VBSM01001095.1	2598	28752880	28755478
Super_Scaffold0	1070	NW_VBSM01001096.1	3185	28756478	28759663
Super_Scaffold0	1071	NW_VBSM01001097.1	6255	28760663	28766918
Super_Scaffold0	1072	NW_VBSM01001098.1	1498	28767918	28769416
Super_Scaffold0	1073	NW_VBSM01001099.1	9116	28770416	28779532
Super_Scaffold0	1074	NW_VBSM01001100.1	1136	28780532	28781668
Super_Scaffold0	1075	NW_VBSM01001101.1	3543	28782668	28786211
Super_Scaffold0	1076	NW_VBSM01001102.1	1521	28787211	28788732
Super_Scaffold0	1077	NW_VBSM01001103.1	1017	28789732	28790749
Super_Scaffold0	1078	NW_VBSM01001104.1	2707	28791749	28794456
Super_Scaffold0	1079	NW_VBSM01001105.1	4360	28795456	28799816
Super_Scaffold0	1080	NW_VBSM01001106.1	1465	28800816	28802281
Super_Scaffold0	1081	NW_VBSM01001107.1	1582	28803281	28804863
Super_Scaffold0	1082	NW_VBSM01001108.1	1656	28805863	28807519
Super_Scaffold0	1083	NW_VBSM01001109.1	1402	28808519	28809921
Super_Scaffold0	1084	NW_VBSM01001110.1	1368	28810921	28812289
Super_Scaffold0	1085	NW_VBSM01001111.1	2475	28813289	28815764
Super_Scaffold0	1086	NW_VBSM01001112.1	1169	28816764	28817933
Super_Scaffold0	1087	NW_VBSM01001113.1	1303	28818933	28820236
Super_Scaffold0	1088	NW_VBSM01001114.1	1281	28821236	28822517
Super_Scaffold0	1089	NW_VBSM01001115.1	2874	28823517	28826391
Super_Scaffold0	1090	NW_VBSM01001116.1	1276	28827391	28828667
Super_Scaffold0	1091	NW_VBSM01001117.1	1635	28829667	28831302
Super_Scaffold0	1092	NW_VBSM01001119.1	1102	28832302	28833404
Super_Scaffold0	1093	NW_VBSM01001120.1	1194	28834404	28835598
Super_Scaffold0	1094	NW_VBSM01001121.1	1304	28836598	28837902
Super_Scaffold0	1095	NW_VBSM01001122.1	1663	28838902	28840565
Super_Scaffold0	1096	NW_VBSM01001123.1	1900	28841565	28843465
Super_Scaffold0	1097	NW_VBSM01001125.1	1222	28844465	28845687
Super_Scaffold0	1098	NW_VBSM01001126.1	1023	28846687	28847710
Super_Scaffold0	1099	NW_VBSM01001127.1	1331	28848710	28850041
Super_Scaffold0	1100	NW_VBSM01001128.1	1279	28851041	28852320
Super_Scaffold0	1101	NW_VBSM01001129.1	1076	28853320	28854396
Super_Scaffold0	1102	NW_VBSM01001130.1	2241	28855396	28857637
Super_Scaffold0	1103	NW_VBSM01001131.1	1238	28858637	28859875
Super_Scaffold0	1104	NW_VBSM01001132.1	3140	28860875	28864015
Super_Scaffold0	1105	NW_VBSM01001133.1	1096	28865015	28866111
Super_Scaffold0	1106	NW_VBSM01001134.1	1173	28867111	28868284
Super_Scaffold0	1107	NW_VBSM01001135.1	2035	28869284	28871319
Super_Scaffold0	1108	NW_VBSM01001136.1	1506	28872319	28873825
Super_Scaffold0	1109	NW_VBSM01001137.1	1508	28874825	28876333
Super_Scaffold0	1110	NW_VBSM01001138.1	2451	28877333	28879784
Super_Scaffold0	1111	NW_VBSM01001139.1	1194	28880784	28881978
Super_Scaffold0	1112	NW_VBSM01001140.1	1262	28882978	28884240
Super_Scaffold0	1113	NW_VBSM01001141.1	3175	28885240	28888415
Super_Scaffold0	1114	NW_VBSM01001142.1	1724	28889415	28891139
Super_Scaffold0	1115	NW_VBSM01001143.1	1914	28892139	28894053
Super_Scaffold0	1116	NW_VBSM01001144.1	1085	28895053	28896138
Super_Scaffold0	1117	NW_VBSM01001145.1	2619	28897138	28899757
Super_Scaffold0	1118	NW_VBSM01001146.1	1047	28900757	28901804
Super_Scaffold0	1119	NW_VBSM01001147.1	6506	28902804	28909310
Super_Scaffold0	1120	NW_VBSM01001148.1	7229	28910310	28917539
Super_Scaffold0	1121	NW_VBSM01001149.1	1826	28918539	28920365
Super_Scaffold0	1122	NW_VBSM01001150.1	1306	28921365	28922671
Super_Scaffold0	1123	NW_VBSM01001151.1	1396	28923671	28925067
Super_Scaffold0	1124	NW_VBSM01001152.1	2228	28926067	28928295
Super_Scaffold0	1125	NW_VBSM01001153.1	1488	28929295	28930783
Super_Scaffold0	1126	NW_VBSM01001154.1	1167	28931783	28932950
Super_Scaffold0	1127	NW_VBSM01001155.1	3731	28933950	28937681
Super_Scaffold0	1128	NW_VBSM01001156.1	1544	28938681	28940225
Super_Scaffold0	1129	NW_VBSM01001157.1	1489	28941225	28942714
Super_Scaffold0	1130	NW_VBSM01001158.1	1241	28943714	28944955
Super_Scaffold0	1131	NW_VBSM01001159.1	1523	28945955	28947478
Super_Scaffold0	1132	NW_VBSM01001160.1	1052	28948478	28949530
Super_Scaffold0	1133	NW_VBSM01001161.1	3445	28950530	28953975
Super_Scaffold0	1134	NW_VBSM01001162.1	3592	28954975	28958567
Super_Scaffold0	1135	NW_VBSM01001164.1	5443	28959567	28965010
Super_Scaffold0	1136	NW_VBSM01001165.1	3372	28966010	28969382
Super_Scaffold0	1137	NW_VBSM01001166.1	2398	28970382	28972780
Super_Scaffold0	1138	NW_VBSM01001167.1	2671	28973780	28976451
Super_Scaffold0	1139	NW_VBSM01001168.1	1098	28977451	28978549
Super_Scaffold0	1140	NW_VBSM01001169.1	1690	28979549	28981239
Super_Scaffold0	1141	NW_VBSM01001170.1	2160	28982239	28984399
Super_Scaffold0	1142	NW_VBSM01001171.1	1223	28985399	28986622
Super_Scaffold0	1143	NW_VBSM01001172.1	1296	28987622	28988918
Super_Scaffold0	1144	NW_VBSM01001173.1	2778	28989918	28992696
Super_Scaffold0	1145	NW_VBSM01001174.1	2801	28993696	28996497
Super_Scaffold0	1146	NW_VBSM01001175.1	1023	28997497	28998520
Super_Scaffold0	1147	NW_VBSM01001176.1	1097	28999520	29000617
Super_Scaffold0	1148	NW_VBSM01001177.1	1201	29001617	29002818
Super_Scaffold0	1149	NW_VBSM01001178.1	2992	29003818	29006810
Super_Scaffold0	1150	NW_VBSM01001179.1	2026	29007810	29009836
Super_Scaffold0	1151	NW_VBSM01001180.1	91823	29010836	29102659
Super_Scaffold0	1152	NW_VBSM01001181.1	1063	29103659	29104722
Super_Scaffold0	1153	NW_VBSM01001182.1	1189	29105722	29106911
Super_Scaffold0	1154	NW_VBSM01001183.1	1050	29107911	29108961
Super_Scaffold0	1155	NW_VBSM01001184.1	1747	29109961	29111708
Super_Scaffold0	1156	NW_VBSM01001185.1	5064	29112708	29117772
Super_Scaffold0	1157	NW_VBSM01001186.1	303868	29118772	29422640
Super_Scaffold0	1158	NW_VBSM01001187.1	1675	29423640	29425315
Super_Scaffold0	1159	NW_VBSM01001188.1	2395	29426315	29428710
Super_Scaffold0	1160	NW_VBSM01001189.1	1265	29429710	29430975
Super_Scaffold0	1161	NW_VBSM01001190.1	30321	29431975	29462296
Super_Scaffold0	1162	NW_VBSM01001191.1	1656	29463296	29464952
Super_Scaffold0	1163	NW_VBSM01001192.1	1519	29465952	29467471
Super_Scaffold0	1164	NW_VBSM01001193.1	2331	29468471	29470802
Super_Scaffold0	1165	NW_VBSM01001194.1	2842	29471802	29474644
Super_Scaffold0	1166	NW_VBSM01001195.1	1082	29475644	29476726
Super_Scaffold0	1167	NW_VBSM01001196.1	1240	29477726	29478966
Super_Scaffold0	1168	NW_VBSM01001197.1	1778	29479966	29481744
Super_Scaffold0	1169	NW_VBSM01001198.1	1524	29482744	29484268
Super_Scaffold0	1170	NW_VBSM01001199.1	2055	29485268	29487323
Super_Scaffold0	1171	NW_VBSM01001200.1	1240	29488323	29489563
Super_Scaffold0	1172	NW_VBSM01001201.1	1646	29490563	29492209
Super_Scaffold0	1173	NW_VBSM01001202.1	1374	29493209	29494583
Super_Scaffold0	1174	NW_VBSM01001203.1	1998	29495583	29497581
Super_Scaffold0	1175	NW_VBSM01001204.1	3008	29498581	29501589
Super_Scaffold0	1176	NW_VBSM01001205.1	2231	29502589	29504820
Super_Scaffold0	1177	NW_VBSM01001206.1	1145	29505820	29506965
Super_Scaffold0	1178	NW_VBSM01001207.1	1628	29507965	29509593
Super_Scaffold0	1179	NW_VBSM01001208.1	1040	29510593	29511633
Super_Scaffold0	1180	NW_VBSM01001209.1	1739	29512633	29514372
Super_Scaffold0	1181	NW_VBSM01001210.1	1058	29515372	29516430
Super_Scaffold0	1182	NW_VBSM01001211.1	1152	29517430	29518582
Super_Scaffold0	1183	NW_VBSM01001212.1	2250	29519582	29521832
